10
26
24
21
23
26
29
36
46
63
89
92
98
100
88
76
51
37
29
24
24
23
19
18
16
16
15
14
13
13
12
14
12
10
10
10
10
10
10
10
10
11
12
14
17
20
22
28
34
37
38
36
31
